Address,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Level,Inlinks,Outlinks,External Outlinks,Hash,Response Time,Last Modified,Redirect URI
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/unicenter-tng-network-management-option-release-and-support-lifecycle-dates.aspx?id={2FB84E82-0129-4AF2-8F68-D30259FB37F8},text/html; charset=utf-8,200,OK,Unicenter TNG Network Management Option Release and Support Lifecycle Dates - CA Technologies,93,813,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/unicenter-tng-network-management-option-release-and-support-lifecycle-dates.aspx?id={2FB84E82-0129-4AF2-8F68-D30259FB37F8},17293,80,3,1,7,5,e2a3b41f61bca32f7425b023eb69dd41,0.5,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-pdsman-pds-library-management-release-and-support-lifecycle-dates.aspx?id={0A578E0F-EEEF-428D-8A63-6C8BF9E2BCC0},text/html; charset=utf-8,200,OK,CA PDSMAN PDS Library Management Release and Support Lifecycle Dates - CA Technologies,86,773,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-pdsman-pds-library-management-release-and-support-lifecycle-dates.aspx?id={0A578E0F-EEEF-428D-8A63-6C8BF9E2BCC0},17230,80,3,1,7,5,bbbc501fd88bca22f06cce05f8992bb,1.504,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-datacom-ca-ideal-ca-ipc-release-and-support-lifecycle-dates.aspx?id={C1AE86FB-0760-4903-80B2-84A2B3E9772B},text/html; charset=utf-8,200,OK,CA Datacom/CA Ideal/CA IPC Release and Support Lifecycle Dates - CA Technologies,80,695,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-datacom-ca-ideal-ca-ipc-release-and-support-lifecycle-dates.aspx?id={C1AE86FB-0760-4903-80B2-84A2B3E9772B},17196,79,3,1,7,5,183fe930dbcf43e5c8bff4258bd72a15,0.437,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-service-catalog-ca-service-accounting-release-and-support-lifecycle-dates.aspx?id={0A13BF93-0D04-4113-9C2B-CC1F5174062F},text/html; charset=utf-8,200,OK,CA Service Catalog / CA Service Accounting Release and Support Lifecycle Dates - CA Technologies,96,810,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-service-catalog-ca-service-accounting-release-and-support-lifecycle-dates.aspx?id={0A13BF93-0D04-4113-9C2B-CC1F5174062F},17328,80,3,1,7,5,e67b99844d9a8431bbaa83e5529dd31d,0.478,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-shareoption5-release-and-support-lifecycle-dates.aspx?id={E82307FF-AECD-4D35-BFC4-AF704AF55AD1},text/html; charset=utf-8,200,OK,CA ShareOption5 Release and Support Lifecycle Dates - CA Technologies,69,595,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-shareoption5-release-and-support-lifecycle-dates.aspx?id={E82307FF-AECD-4D35-BFC4-AF704AF55AD1},17079,77,3,1,7,5,9b598488ff4be1338cd3976918834b40,0.512,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/allfusion-ca-testcoverage-release-and-support-lifecycle-dates.aspx?id={C9C1E049-307A-4D4E-A23A-E457A6938E10},text/html; charset=utf-8,200,OK,AllFusion CA-TestCoverage Product Releases and Support Life Cycle Dates - CA Technologies,89,762,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/allfusion-ca-testcoverage-release-and-support-lifecycle-dates.aspx?id={C9C1E049-307A-4D4E-A23A-E457A6938E10},17197,77,3,1,7,5,8c90f3af84230ec166941b09b06cf43,0.479,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-smr-release-and-support-lifecycle-dates.aspx?id={C470D610-42AB-4288-976A-306D7A264A94},text/html; charset=utf-8,200,OK,CA SMR Release and Support Lifecycle Dates - CA Technologies,60,524,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-smr-release-and-support-lifecycle-dates.aspx?id={C470D610-42AB-4288-976A-306D7A264A94},16996,77,3,1,7,5,f3a7f23972499a86b292d6a1f478862d,0.637,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-xcom-data-transport-release-and-support-lifecycle-dates.aspx?id={13534890-8EE3-4141-BED8-DF6712B1F872},text/html; charset=utf-8,200,OK,CA XCOM Data Transport Release and Support Lifecycle Dates - CA Technologies,76,663,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-xcom-data-transport-release-and-support-lifecycle-dates.aspx?id={13534890-8EE3-4141-BED8-DF6712B1F872},17160,79,3,1,7,5,12d08e02cb6c1d0597da8072f70e57a9,0.719,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-auditor-for-zos-release-and-support-lifecycle-dates.aspx?id={938CD03C-6816-4431-AEC8-A023EEC8A502},text/html; charset=utf-8,200,OK,CA Auditor for zOS Release and Support Lifecycle Dates - CA Technologies,72,607,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-auditor-for-zos-release-and-support-lifecycle-dates.aspx?id={938CD03C-6816-4431-AEC8-A023EEC8A502},17106,79,3,1,7,5,7b8c37e4c11e5641c0822f9b373895b,0.517,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-nsm-system-monitoring-option-for-openvms-release-and-support-lifecycle-dates.aspx?id={993DEAC8-718A-49AB-9561-61811D82D934},text/html; charset=utf-8,200,OK,CA NSM System Monitoring Option for OpenVMS Release and Support Lifecycle Dates - CA Technologies,97,850,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/ca-nsm-system-monitoring-option-for-openvms-release-and-support-lifecycle-dates.aspx?id={993DEAC8-718A-49AB-9561-61811D82D934},17349,82,3,1,7,5,2d2da153024a11d75e0f986c18c7bfce,0.58,,
http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/brightstor-alexandria-release-and-support-lifecycle-dates.aspx?id={87F6D861-F828-424D-B325-5784A9C27D57},text/html; charset=utf-8,200,OK,BrightStor Alexandria Release and Support Lifecycle Dates - CA Technologies,75,624,,0,0,,0,,0,,0,,0,"index,follow,NOODP",,http://www.ca.com/us/support/ca-support-online/product-content/status/support-life-cycle/indexes/brightstor-alexandria-release-and-support-lifecycle-dates.aspx?id={87F6D861-F828-424D-B325-5784A9C27D57},17131,77,3,1,7,5,a97d8e30b4c1585fb4e5b19fdcdfbe2a,0.508,,
